phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA
cortical_thickness,CTQ_Abuse,male,R_middletemporal_thickavg,-0.057 (0.08),4.76E-01,8.36E-01,No,159,-0.164 (0.036) *,6.85E-06,2.33E-04,Yes,742,-0.016 (0.041),6.99E-01,8.83E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_parahippocampal_thickavg,-0.056 (0.08),4.83E-01,8.36E-01,No,159,0.063 (0.037),8.82E-02,2.22E-01,No,742,-0.013 (0.041),7.53E-01,8.83E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_paracentral_thickavg,-0.042 (0.08),5.99E-01,8.39E-01,No,159,0.009 (0.037),8.11E-01,8.48E-01,No,742,-0.052 (0.041),2.06E-01,6.88E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_parsopercularis_thickavg,-0.053 (0.08),5.08E-01,8.36E-01,No,159,-0.046 (0.037),2.10E-01,3.66E-01,No,742,-0.046 (0.041),2.64E-01,6.92E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_parsorbitalis_thickavg,-0.16 (0.079),4.36E-02,4.95E-01,No,159,0.07 (0.037),5.63E-02,1.82E-01,No,742,-0.005 (0.041),9.04E-01,9.36E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_parstriangularis_thickavg,-0.048 (0.08),5.47E-01,8.36E-01,No,159,0.052 (0.037),1.54E-01,3.09E-01,No,742,0.023 (0.041),5.87E-01,8.83E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_pericalcarine_thickavg,-0.198 (0.078),1.23E-02,4.19E-01,No,159,-0.086 (0.037),1.86E-02,9.76E-02,No,742,-0.033 (0.041),4.21E-01,7.35E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_postcentral_thickavg,-0.216 (0.078),6.34E-03,4.19E-01,No,159,-0.072 (0.037),4.93E-02,1.68E-01,No,742,-0.008 (0.041),8.47E-01,9.14E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_posteriorcingulate_thickavg,0.039 (0.08),6.24E-01,8.39E-01,No,159,-0.014 (0.037),6.99E-01,7.92E-01,No,742,-0.039 (0.041),3.43E-01,7.08E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_precentral_thickavg,-0.066 (0.08),4.09E-01,8.36E-01,No,159,-0.053 (0.037),1.51E-01,3.09E-01,No,742,0.009 (0.041),8.32E-01,9.13E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_precuneus_thickavg,0.108 (0.079),1.76E-01,7.54E-01,No,159,0.091 (0.037),1.34E-02,8.31E-02,No,742,0.038 (0.041),3.60E-01,7.08E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_rostralanteriorcingulate_thickavg,0.09 (0.079),2.57E-01,7.54E-01,No,159,0.01 (0.037),7.86E-01,8.48E-01,No,742,0.012 (0.041),7.81E-01,8.89E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_rostralmiddlefrontal_thickavg,-0.181 (0.078),2.21E-02,4.40E-01,No,159,0.067 (0.037),6.72E-02,1.90E-01,No,742,-0.022 (0.041),5.98E-01,8.83E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_superiorfrontal_thickavg,0.076 (0.08),3.42E-01,8.18E-01,No,159,0.031 (0.037),4.06E-01,6.13E-01,No,742,-0.076 (0.041),6.49E-02,4.42E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_superiorparietal_thickavg,0.091 (0.079),2.52E-01,7.54E-01,No,159,0.049 (0.037),1.82E-01,3.39E-01,No,742,0.095 (0.041),2.13E-02,2.75E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_superiortemporal_thickavg,0.017 (0.08),8.27E-01,9.20E-01,No,159,-0.075 (0.037),4.19E-02,1.50E-01,No,742,-0.027 (0.041),5.22E-01,8.45E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_supramargil_thickavg,-0.096 (0.079),2.28E-01,7.54E-01,No,159,-0.123 (0.036) *,7.56E-04,6.42E-03,Yes,742,-0.061 (0.041),1.44E-01,6.11E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_frontalpole_thickavg,-0.019 (0.08),8.11E-01,9.20E-01,No,159,0.068 (0.037),6.41E-02,1.90E-01,No,742,0.018 (0.041),6.57E-01,8.83E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_temporalpole_thickavg,-0.047 (0.08),5.53E-01,8.36E-01,No,159,-0.027 (0.037),4.65E-01,6.21E-01,No,742,0.055 (0.041),1.88E-01,6.72E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_transversetemporal_thickavg,0.048 (0.08),5.44E-01,8.36E-01,No,159,0.078 (0.037),3.29E-02,1.24E-01,No,742,0.051 (0.041),2.22E-01,6.88E-01,No,585
cortical_thickness,CTQ_Abuse,male,R_insula_thickavg,0.17 (0.079),3.24E-02,4.40E-01,No,159,-0.052 (0.037),1.55E-01,3.09E-01,No,742,0.006 (0.041),8.83E-01,9.36E-01,No,585
cortical_thickness,CTQ_Neglect,female,L_bankssts_thickavg,0.031 (0.073),6.75E-01,9.50E-01,No,189,-0.023 (0.029),4.39E-01,7.01E-01,No,1163,0.026 (0.034),4.47E-01,5.73E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_caudalanteriorcingulate_thickavg,0.01 (0.073),8.88E-01,9.50E-01,No,189,-0.071 (0.029),1.51E-02,2.39E-01,No,1163,-0.036 (0.034),2.96E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_caudalmiddlefrontal_thickavg,-0.007 (0.073),9.19E-01,9.50E-01,No,189,0.031 (0.029),2.86E-01,6.69E-01,No,1163,0.031 (0.034),3.60E-01,5.09E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_cuneus_thickavg,0.091 (0.073),2.11E-01,9.50E-01,No,189,-0.003 (0.029),9.19E-01,9.61E-01,No,1163,-0.071 (0.034),3.59E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_entorhil_thickavg,0.105 (0.073),1.52E-01,9.50E-01,No,189,-0.064 (0.029),2.81E-02,2.39E-01,No,1163,0.044 (0.034),2.01E-01,3.93E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_fusiform_thickavg,0.031 (0.073),6.72E-01,9.50E-01,No,189,-0.006 (0.029),8.30E-01,9.31E-01,No,1163,0.034 (0.034),3.23E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_inferiorparietal_thickavg,0.011 (0.073),8.85E-01,9.50E-01,No,189,-0.035 (0.029),2.33E-01,6.59E-01,No,1163,-0.035 (0.034),3.03E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_inferiortemporal_thickavg,-0.03 (0.073),6.82E-01,9.50E-01,No,189,0.002 (0.029),9.41E-01,9.70E-01,No,1163,0.072 (0.034),3.33E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_isthmuscingulate_thickavg,0.054 (0.073),4.57E-01,9.50E-01,No,189,-0.041 (0.029),1.64E-01,5.30E-01,No,1163,-0.052 (0.034),1.28E-01,2.91E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_lateraloccipital_thickavg,0.058 (0.073),4.31E-01,9.50E-01,No,189,-0.021 (0.029),4.66E-01,7.11E-01,No,1163,-0.04 (0.034),2.46E-01,4.18E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_lateralorbitofrontal_thickavg,0.045 (0.073),5.36E-01,9.50E-01,No,189,-0.023 (0.029),4.41E-01,7.01E-01,No,1163,0.001 (0.034),9.72E-01,9.81E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_lingual_thickavg,0.121 (0.073),9.63E-02,9.50E-01,No,189,-0.027 (0.029),3.64E-01,6.69E-01,No,1163,-0.124 (0.034) *,2.49E-04,1.69E-02,Yes,864
cortical_thickness,CTQ_Neglect,female,L_medialorbitofrontal_thickavg,0.034 (0.073),6.40E-01,9.50E-01,No,189,0.048 (0.029),9.94E-02,4.83E-01,No,1163,0.063 (0.034),6.59E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_middletemporal_thickavg,0.003 (0.073),9.64E-01,9.64E-01,No,189,-0.011 (0.029),7.14E-01,8.55E-01,No,1163,0.043 (0.034),2.08E-01,3.93E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_parahippocampal_thickavg,-0.007 (0.073),9.25E-01,9.50E-01,No,189,-0.021 (0.029),4.72E-01,7.11E-01,No,1163,-0.019 (0.034),5.78E-01,6.89E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_paracentral_thickavg,-0.03 (0.073),6.81E-01,9.50E-01,No,189,0.023 (0.029),4.38E-01,7.01E-01,No,1163,-0.028 (0.034),4.17E-01,5.53E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_parsopercularis_thickavg,-0.006 (0.073),9.34E-01,9.50E-01,No,189,0.001 (0.029),9.67E-01,9.81E-01,No,1163,-0.03 (0.034),3.83E-01,5.31E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_parsorbitalis_thickavg,0.007 (0.073),9.22E-01,9.50E-01,No,189,-0.023 (0.029),4.37E-01,7.01E-01,No,1163,0.085 (0.034),1.26E-02,1.43E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_parstriangularis_thickavg,-0.047 (0.073),5.19E-01,9.50E-01,No,189,0.02 (0.029),4.91E-01,7.11E-01,No,1163,0.063 (0.034),6.27E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_pericalcarine_thickavg,0.069 (0.073),3.46E-01,9.50E-01,No,189,-0.019 (0.029),5.11E-01,7.24E-01,No,1163,-0.068 (0.034),4.44E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_postcentral_thickavg,-0.075 (0.073),3.05E-01,9.50E-01,No,189,-0.042 (0.029),1.53E-01,5.20E-01,No,1163,0.028 (0.034),4.19E-01,5.53E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_posteriorcingulate_thickavg,-0.012 (0.073),8.74E-01,9.50E-01,No,189,-0.057 (0.029),5.07E-02,3.13E-01,No,1163,-0.111 (0.034) *,1.04E-03,3.54E-02,Yes,864
cortical_thickness,CTQ_Neglect,female,L_precentral_thickavg,-0.11 (0.073),1.33E-01,9.50E-01,No,189,-0.01 (0.029),7.23E-01,8.55E-01,No,1163,-0.005 (0.034),8.74E-01,9.14E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_precuneus_thickavg,0.04 (0.073),5.85E-01,9.50E-01,No,189,-0.019 (0.029),5.27E-01,7.32E-01,No,1163,-0.082 (0.034),1.64E-02,1.60E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_rostralanteriorcingulate_thickavg,0.047 (0.073),5.22E-01,9.50E-01,No,189,-0.042 (0.029),1.52E-01,5.20E-01,No,1163,0.062 (0.034),7.03E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_rostralmiddlefrontal_thickavg,-0.054 (0.073),4.58E-01,9.50E-01,No,189,0.066 (0.029),2.46E-02,2.39E-01,No,1163,0.009 (0.034),7.90E-01,8.54E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_superiorfrontal_thickavg,0.088 (0.073),2.27E-01,9.50E-01,No,189,0.081 (0.029),5.57E-03,1.89E-01,No,1163,0.034 (0.034),3.15E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_superiorparietal_thickavg,0.026 (0.073),7.19E-01,9.50E-01,No,189,0.022 (0.029),4.43E-01,7.01E-01,No,1163,-0.043 (0.034),2.04E-01,3.93E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_superiortemporal_thickavg,-0.032 (0.073),6.66E-01,9.50E-01,No,189,0.031 (0.029),2.92E-01,6.69E-01,No,1163,-0.022 (0.034),5.11E-01,6.44E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_supramargil_thickavg,-0.073 (0.073),3.17E-01,9.50E-01,No,189,0.011 (0.029),7.04E-01,8.55E-01,No,1163,-0.09 (0.034),8.18E-03,1.32E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_frontalpole_thickavg,0.106 (0.073),1.45E-01,9.50E-01,No,189,0.047 (0.029),1.12E-01,4.88E-01,No,1163,0.027 (0.034),4.23E-01,5.53E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_temporalpole_thickavg,0.02 (0.073),7.87E-01,9.50E-01,No,189,0.004 (0.029),8.87E-01,9.42E-01,No,1163,0.035 (0.034),3.06E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_transversetemporal_thickavg,0.13 (0.073),7.51E-02,9.50E-01,No,189,-0.014 (0.029),6.21E-01,8.29E-01,No,1163,-0.01 (0.034),7.77E-01,8.54E-01,No,864
cortical_thickness,CTQ_Neglect,female,L_insula_thickavg,0.072 (0.073),3.26E-01,9.50E-01,No,189,-0.055 (0.029),6.03E-02,3.42E-01,No,1163,0.05 (0.034),1.40E-01,2.97E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_bankssts_thickavg,0.017 (0.073),8.13E-01,9.50E-01,No,189,-0.014 (0.029),6.35E-01,8.30E-01,No,1163,-0.07 (0.034),3.89E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_caudalanteriorcingulate_thickavg,-0.006 (0.073),9.36E-01,9.50E-01,No,189,-0.028 (0.029),3.41E-01,6.69E-01,No,1163,0.009 (0.034),7.91E-01,8.54E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_caudalmiddlefrontal_thickavg,0.025 (0.073),7.28E-01,9.50E-01,No,189,-0.005 (0.029),8.75E-01,9.42E-01,No,1163,-0.066 (0.034),5.13E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_cuneus_thickavg,0.096 (0.073),1.88E-01,9.50E-01,No,189,-0.027 (0.029),3.52E-01,6.69E-01,No,1163,-0.04 (0.034),2.46E-01,4.18E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_entorhil_thickavg,-0.013 (0.073),8.58E-01,9.50E-01,No,189,-0.1 (0.029) *,6.55E-04,4.45E-02,Yes,1163,-0.002 (0.034),9.54E-01,9.81E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_fusiform_thickavg,0.027 (0.073),7.08E-01,9.50E-01,No,189,0.029 (0.029),3.31E-01,6.69E-01,No,1163,0.04 (0.034),2.45E-01,4.18E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_inferiorparietal_thickavg,-0.059 (0.073),4.17E-01,9.50E-01,No,189,0.029 (0.029),3.20E-01,6.69E-01,No,1163,0.037 (0.034),2.82E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_inferiortemporal_thickavg,-0.049 (0.073),4.99E-01,9.50E-01,No,189,-0.012 (0.029),6.80E-01,8.55E-01,No,1163,0.071 (0.034),3.72E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_isthmuscingulate_thickavg,-0.035 (0.073),6.37E-01,9.50E-01,No,189,-0.005 (0.029),8.56E-01,9.39E-01,No,1163,-0.065 (0.034),5.65E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_lateraloccipital_thickavg,0.065 (0.073),3.71E-01,9.50E-01,No,189,-0.036 (0.029),2.20E-01,6.51E-01,No,1163,0.06 (0.034),7.97E-02,2.17E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_lateralorbitofrontal_thickavg,0.059 (0.073),4.23E-01,9.50E-01,No,189,0.012 (0.029),6.81E-01,8.55E-01,No,1163,0.075 (0.034),2.67E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_lingual_thickavg,0.091 (0.073),2.12E-01,9.50E-01,No,189,-0.023 (0.029),4.26E-01,7.01E-01,No,1163,-0.088 (0.034),9.73E-03,1.32E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_medialorbitofrontal_thickavg,0.021 (0.073),7.75E-01,9.50E-01,No,189,0.059 (0.029),4.40E-02,3.13E-01,No,1163,0.062 (0.034),6.85E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_middletemporal_thickavg,-0.09 (0.073),2.20E-01,9.50E-01,No,189,-0.066 (0.029),2.42E-02,2.39E-01,No,1163,-0.021 (0.034),5.31E-01,6.56E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_parahippocampal_thickavg,-0.006 (0.073),9.31E-01,9.50E-01,No,189,-0.049 (0.029),9.51E-02,4.83E-01,No,1163,-0.04 (0.034),2.38E-01,4.18E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_paracentral_thickavg,-0.107 (0.073),1.43E-01,9.50E-01,No,189,0.027 (0.029),3.59E-01,6.69E-01,No,1163,-0.015 (0.034),6.63E-01,7.77E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_parsopercularis_thickavg,-0.069 (0.073),3.48E-01,9.50E-01,No,189,-0.033 (0.029),2.60E-01,6.69E-01,No,1163,-0.057 (0.034),9.42E-02,2.40E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_parsorbitalis_thickavg,-0.044 (0.073),5.51E-01,9.50E-01,No,189,-0.037 (0.029),2.04E-01,6.29E-01,No,1163,0.065 (0.034),5.77E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_parstriangularis_thickavg,0.036 (0.073),6.20E-01,9.50E-01,No,189,-0.02 (0.029),4.90E-01,7.11E-01,No,1163,0.051 (0.034),1.33E-01,2.92E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_pericalcarine_thickavg,0.017 (0.073),8.14E-01,9.50E-01,No,189,-0.033 (0.029),2.63E-01,6.69E-01,No,1163,-0.089 (0.034),8.97E-03,1.32E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_postcentral_thickavg,-0.065 (0.073),3.77E-01,9.50E-01,No,189,-0.006 (0.029),8.35E-01,9.31E-01,No,1163,0.012 (0.034),7.33E-01,8.31E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_posteriorcingulate_thickavg,0.012 (0.073),8.73E-01,9.50E-01,No,189,0.01 (0.029),7.42E-01,8.55E-01,No,1163,-0.067 (0.034),4.99E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_precentral_thickavg,-0.132 (0.072),6.94E-02,9.50E-01,No,189,-0.031 (0.029),2.94E-01,6.69E-01,No,1163,-0.053 (0.034),1.19E-01,2.80E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_precuneus_thickavg,-0.046 (0.073),5.32E-01,9.50E-01,No,189,0.043 (0.029),1.46E-01,5.20E-01,No,1163,-0.065 (0.034),5.73E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_rostralanteriorcingulate_thickavg,-0.073 (0.073),3.20E-01,9.50E-01,No,189,-0.046 (0.029),1.15E-01,4.88E-01,No,1163,0.047 (0.034),1.67E-01,3.44E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_rostralmiddlefrontal_thickavg,-0.012 (0.073),8.73E-01,9.50E-01,No,189,0.069 (0.029),1.88E-02,2.39E-01,No,1163,0.034 (0.034),3.18E-01,4.68E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_superiorfrontal_thickavg,0.106 (0.073),1.45E-01,9.50E-01,No,189,0.045 (0.029),1.28E-01,5.14E-01,No,1163,0.001 (0.034),9.81E-01,9.81E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_superiorparietal_thickavg,-0.079 (0.073),2.83E-01,9.50E-01,No,189,0.058 (0.029),4.96E-02,3.13E-01,No,1163,0.012 (0.034),7.19E-01,8.29E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_superiortemporal_thickavg,-0.041 (0.073),5.75E-01,9.50E-01,No,189,-0.028 (0.029),3.45E-01,6.69E-01,No,1163,-0.066 (0.034),5.16E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_supramargil_thickavg,-0.068 (0.073),3.53E-01,9.50E-01,No,189,0.016 (0.029),5.97E-01,8.12E-01,No,1163,-0.057 (0.034),9.54E-02,2.40E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_frontalpole_thickavg,-0.037 (0.073),6.11E-01,9.50E-01,No,189,0.074 (0.029),1.21E-02,2.39E-01,No,1163,0.019 (0.034),5.69E-01,6.89E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_temporalpole_thickavg,0.077 (0.073),2.94E-01,9.50E-01,No,189,-0.028 (0.029),3.35E-01,6.69E-01,No,1163,0.063 (0.034),6.57E-02,1.99E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_transversetemporal_thickavg,0.015 (0.073),8.37E-01,9.50E-01,No,189,0.001 (0.029),9.82E-01,9.82E-01,No,1163,0.006 (0.034),8.59E-01,9.12E-01,No,864
cortical_thickness,CTQ_Neglect,female,R_insula_thickavg,-0.017 (0.073),8.20E-01,9.50E-01,No,189,-0.01 (0.029),7.35E-01,8.55E-01,No,1163,0.056 (0.034),1.02E-01,2.49E-01,No,864
cortical_thickness,CTQ_Neglect,male,L_bankssts_thickavg,-0.092 (0.079),2.49E-01,6.60E-01,No,159,-0.074 (0.037),4.44E-02,3.76E-01,No,742,-0.029 (0.041),4.89E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_caudalanteriorcingulate_thickavg,0.091 (0.079),2.53E-01,6.60E-01,No,159,0.055 (0.037),1.34E-01,4.59E-01,No,742,0.0 (0.041),9.92E-01,9.97E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_caudalmiddlefrontal_thickavg,-0.005 (0.08),9.55E-01,9.89E-01,No,159,-0.015 (0.037),6.83E-01,8.77E-01,No,742,-0.056 (0.041),1.74E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_cuneus_thickavg,-0.006 (0.08),9.41E-01,9.89E-01,No,159,0.039 (0.037),2.88E-01,6.12E-01,No,742,0.02 (0.041),6.32E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_entorhil_thickavg,0.119 (0.079),1.34E-01,5.43E-01,No,159,-0.042 (0.037),2.50E-01,5.66E-01,No,742,-0.0 (0.041),9.97E-01,9.97E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_fusiform_thickavg,0.119 (0.079),1.35E-01,5.43E-01,No,159,0.035 (0.037),3.37E-01,6.55E-01,No,742,0.079 (0.041),5.55E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_inferiorparietal_thickavg,0.095 (0.079),2.32E-01,6.58E-01,No,159,-0.004 (0.037),9.23E-01,9.60E-01,No,742,0.007 (0.041),8.67E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_inferiortemporal_thickavg,0.109 (0.079),1.71E-01,6.11E-01,No,159,-0.001 (0.037),9.76E-01,9.76E-01,No,742,0.051 (0.041),2.20E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_isthmuscingulate_thickavg,0.043 (0.08),5.87E-01,9.22E-01,No,159,-0.058 (0.037),1.17E-01,4.59E-01,No,742,0.007 (0.041),8.72E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_lateraloccipital_thickavg,0.126 (0.079),1.15E-01,5.43E-01,No,159,-0.006 (0.037),8.76E-01,9.60E-01,No,742,0.003 (0.041),9.42E-01,9.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_lateralorbitofrontal_thickavg,-0.021 (0.08),7.88E-01,9.89E-01,No,159,0.032 (0.037),3.84E-01,6.68E-01,No,742,-0.003 (0.041),9.41E-01,9.86E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_lingual_thickavg,-0.119 (0.079),1.36E-01,5.43E-01,No,159,0.045 (0.037),2.16E-01,5.08E-01,No,742,-0.049 (0.041),2.41E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_medialorbitofrontal_thickavg,0.134 (0.079),9.19E-02,5.21E-01,No,159,0.035 (0.037),3.37E-01,6.55E-01,No,742,0.021 (0.041),6.16E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_middletemporal_thickavg,0.018 (0.08),8.24E-01,9.89E-01,No,159,-0.048 (0.037),1.89E-01,4.95E-01,No,742,0.027 (0.041),5.12E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parahippocampal_thickavg,0.008 (0.08),9.16E-01,9.89E-01,No,159,0.074 (0.037),4.28E-02,3.76E-01,No,742,-0.056 (0.041),1.79E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_paracentral_thickavg,-0.075 (0.08),3.50E-01,7.67E-01,No,159,-0.053 (0.037),1.46E-01,4.60E-01,No,742,0.008 (0.041),8.45E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parsopercularis_thickavg,-0.128 (0.079),1.09E-01,5.43E-01,No,159,-0.065 (0.037),7.78E-02,4.59E-01,No,742,-0.059 (0.041),1.57E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parsorbitalis_thickavg,-0.001 (0.08),9.89E-01,9.89E-01,No,159,-0.015 (0.037),6.80E-01,8.77E-01,No,742,-0.012 (0.041),7.80E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_parstriangularis_thickavg,0.014 (0.08),8.62E-01,9.89E-01,No,159,-0.023 (0.037),5.39E-01,8.52E-01,No,742,-0.015 (0.041),7.16E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_pericalcarine_thickavg,-0.041 (0.08),6.08E-01,9.22E-01,No,159,0.015 (0.037),6.75E-01,8.77E-01,No,742,-0.008 (0.041),8.42E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_postcentral_thickavg,-0.138 (0.079),8.31E-02,5.21E-01,No,159,-0.045 (0.037),2.17E-01,5.08E-01,No,742,0.006 (0.041),8.93E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_posteriorcingulate_thickavg,-0.001 (0.08),9.89E-01,9.89E-01,No,159,-0.018 (0.037),6.20E-01,8.77E-01,No,742,-0.07 (0.041),9.29E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_precentral_thickavg,-0.041 (0.08),6.10E-01,9.22E-01,No,159,-0.073 (0.037),4.80E-02,3.76E-01,No,742,-0.007 (0.041),8.64E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_precuneus_thickavg,0.031 (0.08),6.94E-01,9.57E-01,No,159,0.049 (0.037),1.86E-01,4.95E-01,No,742,-0.048 (0.041),2.44E-01,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_rostralanteriorcingulate_thickavg,0.185 (0.078),1.98E-02,3.36E-01,No,159,-0.009 (0.037),8.00E-01,8.92E-01,No,742,0.006 (0.041),8.87E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_rostralmiddlefrontal_thickavg,-0.054 (0.08),5.02E-01,9.08E-01,No,159,0.028 (0.037),4.40E-01,7.30E-01,No,742,0.013 (0.041),7.61E-01,9.64E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_superiorfrontal_thickavg,-0.052 (0.08),5.11E-01,9.08E-01,No,159,0.024 (0.037),5.20E-01,8.41E-01,No,742,-0.077 (0.041),6.25E-02,7.98E-01,No,585
cortical_thickness,CTQ_Neglect,male,L_superiorparietal_thickavg,-0.025 (0.08),7.56E-01,9.70E-01,No,159,0.05 (0.037),1.71E-01,4.95E-01,No,742,0.021 (0.041),6.20E-01,9.64E-01,No,585
