t_names,CTQ_Term,Sex,Region,Effect_Size_Main_Ped,P_Main_Ped,Q_Main_Ped,Significant_Main_Ped,Effect_Size_Cov_Ped,P_Cov_Ped,Q_Cov_Ped,Significant_Cov_Ped,Sample_Size_Ped,Effect_Size_Main_YA,P_Main_YA,Q_Main_YA,Significant_Main_YA,Effect_Size_Cov_YA,P_Cov_YA,Q_Cov_YA,Significant_Cov_YA,Sample_Size_YA,Effect_Size_Main_OA,P_Main_OA,Q_Main_OA,Significant_Main_OA,Effect_Size_Cov_OA,P_Cov_OA,Q_Cov_OA,Significant_Cov_OA,Sample_Size_OA
cortical_thickness,CTQ_Abuse,female,R_transversetemporal_thickavg,0.094 (0.076),2.21e-01,6.68e-01,No,-0.797 (0.165) *,3.06e-06,3.47e-05,Yes,171,0.014 (0.033),6.81e-01,7.35e-01,No,-0.181 (0.077) *,1.95e-02,4.19e-02,Yes,1020,0.028 (0.038),4.63e-01,9.32e-01,No,-0.236 (0.08) *,3.36e-03,7.87e-03,Yes,736
cortical_thickness,CTQ_Abuse,female,R_insula_thickavg,0.065 (0.08),4.22e-01,7.98e-01,No,0.265 (0.174),1.30e-01,1.80e-01,No,171,-0.048 (0.033),1.46e-01,2.84e-01,No,0.219 (0.077) *,4.64e-03,1.37e-02,Yes,1020,-0.024 (0.038),5.25e-01,9.32e-01,No,0.331 (0.08) *,3.76e-05,2.84e-04,Yes,736
cortical_thickness,CTQ_Abuse,male,L_bankssts_thickavg,-0.041 (0.091),6.54e-01,8.71e-01,No,-0.301 (0.234),2.01e-01,3.04e-01,No,140,-0.122 (0.041) *,2.96e-03,2.87e-02,Yes,-0.005 (0.095),9.54e-01,9.69e-01,No,636,-0.085 (0.046),6.89e-02,4.68e-01,No,0.216 (0.103),3.68e-02,1.00e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_caudalanteriorcingulate_thickavg,0.114 (0.087),1.93e-01,6.49e-01,No,0.659 (0.225) *,3.88e-03,1.89e-02,Yes,140,0.024 (0.041),5.50e-01,7.85e-01,No,0.324 (0.095) *,6.52e-04,7.39e-03,Yes,636,-0.019 (0.046),6.86e-01,8.82e-01,No,0.431 (0.102) *,2.72e-05,9.24e-04,Yes,483
cortical_thickness,CTQ_Abuse,male,L_caudalmiddlefrontal_thickavg,0.096 (0.092),2.96e-01,7.52e-01,No,-0.111 (0.236),6.39e-01,7.24e-01,No,140,0.024 (0.041),5.54e-01,7.85e-01,No,-0.1 (0.096),2.95e-01,4.90e-01,No,636,-0.031 (0.047),5.09e-01,8.69e-01,No,-0.019 (0.104),8.55e-01,9.09e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_cuneus_thickavg,-0.098 (0.091),2.81e-01,7.52e-01,No,0.462 (0.233),4.97e-02,1.25e-01,No,140,0.011 (0.041),7.92e-01,8.98e-01,No,-0.115 (0.096),2.29e-01,4.33e-01,No,636,-0.069 (0.047),1.41e-01,5.64e-01,No,0.1 (0.103),3.36e-01,5.20e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_entorhil_thickavg,0.091 (0.089),3.06e-01,7.52e-01,No,0.568 (0.228),1.39e-02,5.89e-02,No,140,-0.04 (0.041),3.27e-01,6.01e-01,No,0.092 (0.096),3.37e-01,5.33e-01,No,636,-0.025 (0.046),5.86e-01,8.69e-01,No,0.256 (0.103),1.32e-02,6.00e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_fusiform_thickavg,0.04 (0.092),6.65e-01,8.71e-01,No,0.064 (0.236),7.87e-01,8.36e-01,No,140,0.018 (0.041),6.60e-01,8.74e-01,No,0.152 (0.095),1.13e-01,2.54e-01,No,636,0.071 (0.047),1.30e-01,5.64e-01,No,0.048 (0.103),6.45e-01,7.68e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_inferiorparietal_thickavg,0.12 (0.091),1.91e-01,6.49e-01,No,-0.26 (0.235),2.70e-01,3.60e-01,No,140,-0.047 (0.041),2.48e-01,5.24e-01,No,-0.174 (0.095),6.85e-02,1.79e-01,No,636,-0.104 (0.047),2.61e-02,3.07e-01,No,0.062 (0.103),5.48e-01,6.75e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_inferiortemporal_thickavg,0.001 (0.091),9.96e-01,9.96e-01,No,0.332 (0.235),1.59e-01,2.58e-01,No,140,-0.016 (0.041),7.01e-01,8.98e-01,No,0.21 (0.095),2.76e-02,7.82e-02,No,636,0.043 (0.047),3.53e-01,8.00e-01,No,0.098 (0.103),3.44e-01,5.20e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_isthmuscingulate_thickavg,-0.025 (0.091),7.86e-01,9.38e-01,No,0.326 (0.235),1.67e-01,2.58e-01,No,140,-0.057 (0.041),1.61e-01,4.85e-01,No,0.238 (0.095),1.26e-02,5.22e-02,No,636,0.045 (0.047),3.33e-01,7.92e-01,No,0.137 (0.103),1.87e-01,3.10e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_lateraloccipital_thickavg,0.013 (0.092),8.90e-01,9.83e-01,No,0.164 (0.236),4.89e-01,5.83e-01,No,140,-0.092 (0.041),2.42e-02,1.83e-01,No,0.304 (0.095) *,1.41e-03,9.73e-03,Yes,636,-0.052 (0.047),2.68e-01,7.02e-01,No,0.16 (0.103),1.22e-01,2.31e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_lateralorbitofrontal_thickavg,-0.165 (0.087),5.99e-02,5.09e-01,No,0.926 (0.223) *,5.79e-05,1.31e-03,Yes,140,0.138 (0.041) *,7.54e-04,1.28e-02,Yes,-0.151 (0.095),1.11e-01,2.54e-01,No,636,0.012 (0.047),7.99e-01,9.29e-01,No,0.217 (0.103),3.63e-02,1.00e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_lingual_thickavg,-0.129 (0.09),1.56e-01,6.49e-01,No,0.513 (0.232),2.88e-02,9.33e-02,No,140,0.013 (0.041),7.55e-01,8.98e-01,No,0.075 (0.096),4.34e-01,5.68e-01,No,636,-0.033 (0.047),4.77e-01,8.53e-01,No,-0.063 (0.104),5.46e-01,6.75e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_medialorbitofrontal_thickavg,-0.003 (0.085),9.69e-01,9.83e-01,No,1.003 (0.218) *,9.64e-06,3.28e-04,Yes,140,0.134 (0.041) *,9.98e-04,1.36e-02,Yes,-0.239 (0.095),1.17e-02,5.22e-02,No,636,0.124 (0.046),7.62e-03,3.07e-01,No,-0.217 (0.103),3.50e-02,1.00e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_middletemporal_thickavg,-0.092 (0.092),3.17e-01,7.52e-01,No,0.104 (0.236),6.59e-01,7.35e-01,No,140,-0.088 (0.041),3.21e-02,2.18e-01,No,0.236 (0.095),1.31e-02,5.22e-02,No,636,0.006 (0.047),9.01e-01,9.44e-01,No,0.183 (0.103),7.73e-02,1.59e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_parahippocampal_thickavg,0.051 (0.092),5.83e-01,8.62e-01,No,-0.211 (0.236),3.72e-01,4.60e-01,No,140,0.068 (0.041),9.69e-02,3.88e-01,No,0.075 (0.095),4.31e-01,5.68e-01,No,636,-0.085 (0.046),6.73e-02,4.68e-01,No,0.259 (0.103),1.22e-02,6.00e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_paracentral_thickavg,0.04 (0.091),6.56e-01,8.71e-01,No,-0.479 (0.233),4.17e-02,1.13e-01,No,140,0.041 (0.041),3.18e-01,6.01e-01,No,-0.125 (0.095),1.90e-01,3.70e-01,No,636,-0.017 (0.047),7.13e-01,8.82e-01,No,-0.147 (0.103),1.55e-01,2.63e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_parsopercularis_thickavg,-0.011 (0.084),8.97e-01,9.83e-01,No,-1.049 (0.216) *,3.15e-06,2.14e-04,Yes,140,-0.081 (0.041),4.81e-02,2.52e-01,No,-0.013 (0.095),8.95e-01,9.48e-01,No,636,0.001 (0.046),9.90e-01,9.90e-01,No,-0.278 (0.103),7.24e-03,5.03e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_parsorbitalis_thickavg,-0.063 (0.091),4.89e-01,8.33e-01,No,0.406 (0.234),8.54e-02,1.94e-01,No,140,0.029 (0.041),4.83e-01,7.64e-01,No,-0.077 (0.096),4.20e-01,5.68e-01,No,636,-0.035 (0.047),4.56e-01,8.53e-01,No,0.041 (0.104),6.89e-01,7.95e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_parstriangularis_thickavg,0.074 (0.092),4.21e-01,8.28e-01,No,-0.003 (0.236),9.90e-01,9.90e-01,No,140,0.038 (0.041),3.58e-01,6.24e-01,No,-0.083 (0.096),3.83e-01,5.63e-01,No,636,0.109 (0.046),1.89e-02,3.07e-01,No,-0.21 (0.103),4.15e-02,1.05e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_pericalcarine_thickavg,-0.13 (0.091),1.52e-01,6.49e-01,No,0.475 (0.233),4.33e-02,1.13e-01,No,140,0.038 (0.041),3.54e-01,6.24e-01,No,-0.302 (0.095) *,1.50e-03,9.73e-03,Yes,636,0.047 (0.047),3.10e-01,7.82e-01,No,-0.188 (0.103),6.96e-02,1.48e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_postcentral_thickavg,-0.128 (0.09),1.59e-01,6.49e-01,No,-0.291 (0.232),2.11e-01,3.06e-01,No,140,-0.003 (0.041),9.37e-01,9.51e-01,No,-0.161 (0.095),9.21e-02,2.32e-01,No,636,-0.006 (0.047),8.95e-01,9.44e-01,No,-0.062 (0.104),5.50e-01,6.75e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_posteriorcingulate_thickavg,-0.095 (0.09),2.95e-01,7.52e-01,No,0.54 (0.232),2.14e-02,7.88e-02,No,140,-0.055 (0.041),1.74e-01,4.92e-01,No,0.342 (0.095) *,3.30e-04,4.49e-03,Yes,636,0.025 (0.047),5.88e-01,8.69e-01,No,0.09 (0.104),3.87e-01,5.72e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_precentral_thickavg,0.123 (0.09),1.74e-01,6.49e-01,No,-0.611 (0.231) *,9.05e-03,4.10e-02,Yes,140,-0.073 (0.041),7.34e-02,3.12e-01,No,0.01 (0.095),9.20e-01,9.48e-01,No,636,-0.064 (0.047),1.73e-01,5.87e-01,No,0.005 (0.104),9.59e-01,9.74e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_precuneus_thickavg,0.208 (0.09),2.27e-02,4.46e-01,No,-0.345 (0.232),1.39e-01,2.30e-01,No,140,0.022 (0.041),5.93e-01,8.23e-01,No,-0.179 (0.095),6.04e-02,1.64e-01,No,636,-0.059 (0.047),2.05e-01,6.05e-01,No,0.002 (0.104),9.82e-01,9.82e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_rostralanteriorcingulate_thickavg,0.063 (0.086),4.63e-01,8.28e-01,No,0.852 (0.221) *,1.75e-04,2.97e-03,Yes,140,0.007 (0.041),8.73e-01,9.45e-01,No,0.312 (0.095) *,1.04e-03,9.32e-03,Yes,636,0.004 (0.047),9.29e-01,9.44e-01,No,0.189 (0.103),6.83e-02,1.48e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_rostralmiddlefrontal_thickavg,0.037 (0.092),6.91e-01,8.71e-01,No,0.117 (0.236),6.21e-01,7.15e-01,No,140,0.078 (0.041),5.63e-02,2.62e-01,No,-0.235 (0.095),1.38e-02,5.22e-02,No,636,-0.015 (0.047),7.55e-01,9.17e-01,No,-0.072 (0.104),4.88e-01,6.50e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_superiorfrontal_thickavg,0.118 (0.091),2.00e-01,6.49e-01,No,0.046 (0.235),8.44e-01,8.70e-01,No,140,0.127 (0.041) *,1.90e-03,2.16e-02,Yes,-0.055 (0.095),5.62e-01,6.59e-01,No,636,-0.023 (0.047),6.24e-01,8.82e-01,No,-0.067 (0.104),5.17e-01,6.75e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_superiorparietal_thickavg,0.081 (0.092),3.81e-01,8.28e-01,No,-0.262 (0.235),2.68e-01,3.60e-01,No,140,0.046 (0.041),2.54e-01,5.24e-01,No,-0.301 (0.095) *,1.57e-03,9.73e-03,Yes,636,0.023 (0.047),6.29e-01,8.82e-01,No,-0.191 (0.103),6.57e-02,1.48e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_superiortemporal_thickavg,0.158 (0.09),8.31e-02,6.28e-01,No,-0.479 (0.232),4.11e-02,1.13e-01,No,140,-0.006 (0.041),8.88e-01,9.45e-01,No,0.15 (0.095),1.16e-01,2.54e-01,No,636,0.056 (0.046),2.24e-01,6.34e-01,No,0.232 (0.103),2.43e-02,8.28e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_supramargil_thickavg,0.089 (0.09),3.24e-01,7.52e-01,No,-0.538 (0.232),2.20e-02,7.88e-02,No,140,-0.041 (0.041),3.13e-01,6.01e-01,No,-0.01 (0.096),9.18e-01,9.48e-01,No,636,-0.066 (0.046),1.53e-01,5.78e-01,No,0.25 (0.103),1.58e-02,6.31e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_frontalpole_thickavg,-0.02 (0.088),8.22e-01,9.64e-01,No,0.75 (0.227) *,1.21e-03,9.11e-03,Yes,140,0.047 (0.041),2.53e-01,5.24e-01,No,0.043 (0.095),6.51e-01,7.37e-01,No,636,0.009 (0.047),8.54e-01,9.44e-01,No,0.084 (0.104),4.18e-01,6.05e-01,No,483
cortical_thickness,CTQ_Abuse,male,L_temporalpole_thickavg,-0.037 (0.091),6.88e-01,8.71e-01,No,0.381 (0.234),1.07e-01,2.01e-01,No,140,-0.004 (0.041),9.22e-01,9.51e-01,No,0.1 (0.096),2.95e-01,4.90e-01,No,636,0.081 (0.046),8.11e-02,5.01e-01,No,0.234 (0.103),2.28e-02,8.17e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_transversetemporal_thickavg,0.057 (0.092),5.39e-01,8.33e-01,No,0.083 (0.236),7.26e-01,7.84e-01,No,140,0.003 (0.041),9.33e-01,9.51e-01,No,-0.079 (0.096),4.10e-01,5.68e-01,No,636,0.099 (0.046),3.31e-02,3.21e-01,No,-0.224 (0.103),2.97e-02,9.19e-02,No,483
cortical_thickness,CTQ_Abuse,male,L_insula_thickavg,0.103 (0.09),2.56e-01,7.52e-01,No,0.384 (0.231),9.92e-02,2.00e-01,No,140,-0.019 (0.041),6.41e-01,8.72e-01,No,0.219 (0.095),2.16e-02,6.92e-02,No,636,0.075 (0.046),1.06e-01,5.56e-01,No,0.275 (0.102),7.40e-03,5.03e-02,No,483
cortical_thickness,CTQ_Abuse,male,R_bankssts_thickavg,0.011 (0.091),9.03e-01,9.83e-01,No,0.386 (0.234),1.01e-01,2.00e-01,No,140,-0.146 (0.041) *,3.66e-04,8.29e-03,Yes,0.101 (0.095),2.85e-01,4.90e-01,No,636,-0.106 (0.046),2.24e-02,3.07e-01,No,-0.02 (0.103),8.49e-01,9.09e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_caudalanteriorcingulate_thickavg,0.118 (0.089),1.86e-01,6.49e-01,No,0.512 (0.228),2.66e-02,9.03e-02,No,140,0.049 (0.041),2.37e-01,5.24e-01,No,-0.085 (0.096),3.76e-01,5.63e-01,No,636,0.033 (0.046),4.73e-01,8.53e-01,No,0.253 (0.103),1.41e-02,6.00e-02,No,483
cortical_thickness,CTQ_Abuse,male,R_caudalmiddlefrontal_thickavg,-0.027 (0.091),7.65e-01,9.29e-01,No,-0.286 (0.235),2.26e-01,3.20e-01,No,140,-0.031 (0.041),4.43e-01,7.18e-01,No,-0.218 (0.095),2.24e-02,6.92e-02,No,636,-0.045 (0.047),3.38e-01,7.92e-01,No,-0.046 (0.104),6.55e-01,7.68e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_cuneus_thickavg,-0.23 (0.088),9.78e-03,4.46e-01,No,0.778 (0.226) *,7.41e-04,6.93e-03,Yes,140,-0.011 (0.041),7.91e-01,8.98e-01,No,-0.039 (0.096),6.81e-01,7.59e-01,No,636,-0.026 (0.047),5.83e-01,8.69e-01,No,-0.032 (0.104),7.60e-01,8.62e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_entorhil_thickavg,0.057 (0.091),5.29e-01,8.33e-01,No,0.376 (0.233),1.09e-01,2.01e-01,No,140,-0.06 (0.041),1.40e-01,4.78e-01,No,0.11 (0.095),2.50e-01,4.60e-01,No,636,-0.036 (0.046),4.42e-01,8.53e-01,No,0.303 (0.103) *,3.40e-03,4.29e-02,Yes,483
cortical_thickness,CTQ_Abuse,male,R_fusiform_thickavg,-0.009 (0.09),9.25e-01,9.83e-01,No,0.48 (0.233),4.11e-02,1.13e-01,No,140,0.008 (0.041),8.40e-01,9.36e-01,No,0.073 (0.096),4.48e-01,5.74e-01,No,636,0.054 (0.047),2.45e-01,6.67e-01,No,0.024 (0.104),8.14e-01,8.93e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_inferiorparietal_thickavg,0.134 (0.091),1.41e-01,6.49e-01,No,0.132 (0.234),5.72e-01,6.71e-01,No,140,-0.049 (0.041),2.29e-01,5.24e-01,No,0.095 (0.095),3.21e-01,5.20e-01,No,636,-0.041 (0.047),3.82e-01,8.39e-01,No,0.061 (0.104),5.55e-01,6.75e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_inferiortemporal_thickavg,-0.073 (0.092),4.28e-01,8.28e-01,No,0.236 (0.236),3.19e-01,4.17e-01,No,140,-0.044 (0.041),2.86e-01,5.72e-01,No,0.294 (0.095) *,2.07e-03,1.17e-02,Yes,636,0.038 (0.047),4.18e-01,8.53e-01,No,0.192 (0.103),6.35e-02,1.48e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_isthmuscingulate_thickavg,-0.036 (0.09),6.89e-01,8.71e-01,No,0.549 (0.232),1.94e-02,7.75e-02,No,140,-0.067 (0.041),1.05e-01,3.96e-01,No,0.076 (0.095),4.26e-01,5.68e-01,No,636,-0.022 (0.047),6.38e-01,8.82e-01,No,0.153 (0.103),1.40e-01,2.50e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_lateraloccipital_thickavg,-0.012 (0.088),8.90e-01,9.83e-01,No,0.785 (0.226) *,6.75e-04,6.93e-03,Yes,140,0.012 (0.041),7.77e-01,8.98e-01,No,0.211 (0.095),2.67e-02,7.82e-02,No,636,-0.026 (0.046),5.78e-01,8.69e-01,No,0.299 (0.103) *,3.79e-03,4.29e-02,Yes,483
cortical_thickness,CTQ_Abuse,male,R_lateralorbitofrontal_thickavg,-0.089 (0.091),3.32e-01,7.52e-01,No,0.296 (0.235),2.10e-01,3.06e-01,No,140,0.057 (0.041),1.64e-01,4.85e-01,No,-0.149 (0.095),1.20e-01,2.54e-01,No,636,0.033 (0.046),4.74e-01,8.53e-01,No,0.211 (0.103),4.16e-02,1.05e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_lingual_thickavg,-0.075 (0.091),4.10e-01,8.28e-01,No,0.328 (0.235),1.66e-01,2.58e-01,No,140,0.034 (0.041),4.08e-01,6.77e-01,No,-0.063 (0.096),5.12e-01,6.33e-01,No,636,-0.013 (0.047),7.74e-01,9.23e-01,No,0.016 (0.104),8.80e-01,9.20e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_medialorbitofrontal_thickavg,-0.143 (0.088),1.08e-01,6.49e-01,No,0.796 (0.227) *,6.00e-04,6.93e-03,Yes,140,0.161 (0.04) *,6.63e-05,2.25e-03,Yes,-0.409 (0.094) *,1.47e-05,4.98e-04,Yes,636,0.117 (0.046),1.14e-02,3.07e-01,No,-0.284 (0.102) *,5.77e-03,4.92e-02,Yes,483
cortical_thickness,CTQ_Abuse,male,R_middletemporal_thickavg,-0.053 (0.092),5.67e-01,8.56e-01,No,-0.177 (0.236),4.53e-01,5.50e-01,No,140,-0.171 (0.04) *,2.60e-05,1.77e-03,Yes,0.356 (0.094) *,1.63e-04,3.69e-03,Yes,636,0.017 (0.046),7.12e-01,8.82e-01,No,0.255 (0.103),1.35e-02,6.00e-02,No,483
cortical_thickness,CTQ_Abuse,male,R_parahippocampal_thickavg,-0.046 (0.092),6.18e-01,8.71e-01,No,0.218 (0.236),3.58e-01,4.50e-01,No,140,0.048 (0.041),2.38e-01,5.24e-01,No,-0.014 (0.096),8.81e-01,9.48e-01,No,636,-0.021 (0.047),6.53e-01,8.82e-01,No,0.154 (0.103),1.38e-01,2.50e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_paracentral_thickavg,0.005 (0.091),9.55e-01,9.83e-01,No,-0.367 (0.234),1.19e-01,2.14e-01,No,140,-0.014 (0.041),7.29e-01,8.98e-01,No,0.001 (0.096),9.94e-01,9.94e-01,No,636,-0.07 (0.046),1.31e-01,5.64e-01,No,-0.169 (0.103),1.02e-01,1.97e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_parsopercularis_thickavg,-0.028 (0.091),7.58e-01,9.29e-01,No,-0.412 (0.233),7.91e-02,1.88e-01,No,140,-0.024 (0.041),5.54e-01,7.85e-01,No,0.101 (0.096),2.90e-01,4.90e-01,No,636,-0.078 (0.047),9.35e-02,5.30e-01,No,-0.012 (0.103),9.11e-01,9.38e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_parsorbitalis_thickavg,-0.186 (0.089),3.86e-02,4.46e-01,No,-0.258 (0.23),2.63e-01,3.60e-01,No,140,0.05 (0.041),2.25e-01,5.24e-01,No,-0.143 (0.095),1.35e-01,2.70e-01,No,636,0.019 (0.047),6.76e-01,8.82e-01,No,-0.121 (0.104),2.43e-01,3.85e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_parstriangularis_thickavg,-0.058 (0.087),5.09e-01,8.33e-01,No,-0.732 (0.225) *,1.44e-03,9.51e-03,Yes,140,0.012 (0.041),7.77e-01,8.98e-01,No,-0.23 (0.095),1.58e-02,5.37e-02,No,636,0.005 (0.047),9.18e-01,9.44e-01,No,-0.208 (0.103),4.50e-02,1.09e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_pericalcarine_thickavg,-0.22 (0.09),1.56e-02,4.46e-01,No,-0.045 (0.231),8.45e-01,8.70e-01,No,140,-0.05 (0.041),2.24e-01,5.24e-01,No,-0.251 (0.095) *,8.42e-03,4.09e-02,Yes,636,-0.027 (0.047),5.65e-01,8.69e-01,No,-0.126 (0.103),2.22e-01,3.60e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_postcentral_thickavg,-0.194 (0.088),2.99e-02,4.46e-01,No,-0.382 (0.227),9.42e-02,2.00e-01,No,140,-0.047 (0.041),2.46e-01,5.24e-01,No,-0.147 (0.095),1.23e-01,2.54e-01,No,636,-0.011 (0.046),8.06e-01,9.29e-01,No,-0.38 (0.102) *,2.27e-04,5.13e-03,Yes,483
cortical_thickness,CTQ_Abuse,male,R_posteriorcingulate_thickavg,0.067 (0.091),4.63e-01,8.28e-01,No,0.228 (0.235),3.33e-01,4.28e-01,No,140,0.018 (0.041),6.68e-01,8.74e-01,No,0.071 (0.096),4.56e-01,5.74e-01,No,636,-0.026 (0.047),5.75e-01,8.69e-01,No,-0.076 (0.104),4.65e-01,6.32e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_precentral_thickavg,-0.06 (0.09),5.05e-01,8.33e-01,No,-0.41 (0.232),8.01e-02,1.88e-01,No,140,-0.078 (0.041),5.78e-02,2.62e-01,No,0.031 (0.095),7.47e-01,8.19e-01,No,636,-0.017 (0.046),7.13e-01,8.82e-01,No,-0.285 (0.103) *,5.79e-03,4.92e-02,Yes,483
cortical_thickness,CTQ_Abuse,male,R_precuneus_thickavg,0.14 (0.091),1.28e-01,6.49e-01,No,-0.026 (0.235),9.11e-01,9.24e-01,No,140,0.081 (0.041),4.79e-02,2.52e-01,No,-0.231 (0.095),1.53e-02,5.37e-02,No,636,-0.004 (0.047),9.30e-01,9.44e-01,No,-0.173 (0.103),9.48e-02,1.90e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_rostralanteriorcingulate_thickavg,0.057 (0.088),5.17e-01,8.33e-01,No,0.695 (0.226) *,2.57e-03,1.34e-02,Yes,140,0.026 (0.041),5.33e-01,7.85e-01,No,0.059 (0.096),5.35e-01,6.39e-01,No,636,0.069 (0.047),1.37e-01,5.64e-01,No,0.076 (0.103),4.62e-01,6.32e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_rostralmiddlefrontal_thickavg,-0.182 (0.088),3.99e-02,4.46e-01,No,-0.462 (0.226),4.29e-02,1.13e-01,No,140,0.036 (0.04),3.67e-01,6.24e-01,No,-0.424 (0.094) *,7.81e-06,4.98e-04,Yes,636,-0.007 (0.046),8.82e-01,9.44e-01,No,-0.255 (0.103),1.38e-02,6.00e-02,No,483
cortical_thickness,CTQ_Abuse,male,R_superiorfrontal_thickavg,0.15 (0.089),9.27e-02,6.30e-01,No,-0.737 (0.228) *,1.54e-03,9.51e-03,Yes,140,0.059 (0.041),1.48e-01,4.79e-01,No,-0.311 (0.095) *,1.10e-03,9.32e-03,Yes,636,-0.065 (0.047),1.65e-01,5.87e-01,No,-0.15 (0.103),1.47e-01,2.57e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_superiorparietal_thickavg,0.182 (0.091),4.59e-02,4.46e-01,No,-0.347 (0.233),1.38e-01,2.30e-01,No,140,0.024 (0.041),5.50e-01,7.85e-01,No,-0.348 (0.095) *,2.57e-04,4.37e-03,Yes,636,0.059 (0.046),1.95e-01,6.05e-01,No,-0.472 (0.101) *,4.30e-06,2.92e-04,Yes,483
cortical_thickness,CTQ_Abuse,male,R_superiortemporal_thickavg,0.048 (0.091),5.96e-01,8.62e-01,No,-0.396 (0.234),9.36e-02,2.00e-01,No,140,-0.062 (0.041),1.28e-01,4.57e-01,No,0.156 (0.095),1.03e-01,2.50e-01,No,636,0.027 (0.046),5.55e-01,8.69e-01,No,0.247 (0.103),1.68e-02,6.33e-02,No,483
cortical_thickness,CTQ_Abuse,male,R_supramargil_thickavg,-0.005 (0.089),9.52e-01,9.83e-01,No,-0.702 (0.228) *,2.49e-03,1.34e-02,Yes,140,-0.104 (0.041),1.09e-02,9.27e-02,No,0.085 (0.095),3.70e-01,5.63e-01,No,636,-0.093 (0.047),4.56e-02,3.87e-01,No,0.024 (0.103),8.15e-01,8.93e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_frontalpole_thickavg,0.008 (0.092),9.30e-01,9.83e-01,No,0.097 (0.237),6.82e-01,7.48e-01,No,140,0.086 (0.041),3.59e-02,2.22e-01,No,-0.061 (0.095),5.25e-01,6.38e-01,No,636,0.008 (0.047),8.66e-01,9.44e-01,No,-0.08 (0.104),4.38e-01,6.20e-01,No,483
cortical_thickness,CTQ_Abuse,male,R_temporalpole_thickavg,-0.103 (0.091),2.60e-01,7.52e-01,No,0.385 (0.234),1.03e-01,2.00e-01,No,140,0.011 (0.041),7.81e-01,8.98e-01,No,0.082 (0.096),3.89e-01,5.63e-01,No,636,0.059 (0.046),2.04e-01,6.05e-01,No,0.302 (0.102) *,3.32e-03,4.29e-02,Yes,483
cortical_thickness,CTQ_Abuse,male,R_transversetemporal_thickavg,0.071 (0.091),4.41e-01,8.28e-01,No,-0.361 (0.235),1.26e-01,2.19e-01,No,140,0.006 (0.041),8.90e-01,9.45e-01,No,-0.046 (0.096),6.32e-01,7.28e-01,No,636,0.038 (0.047),4.16e-01,8.53e-01,No,-0.225 (0.103),2.96e-02,9.19e-02,No,483
