phenotype_names,CTQ_Term,Sex,Region,Effect_Size_Ped,p_value_Ped,q_value_Ped,Significant_Ped,Sample_Size_Ped,Effect_Size_YA,p_value_YA,q_value_YA,Significant_YA,Sample_Size_YA,Effect_Size_OA,p_value_OA,q_value_OA,Significant_OA,Sample_Size_OA,Beta_Ped,Beta_YA,Beta_OA,Sex_Comparison_p,Stronger_Sex,Age_Comparison_p,Stronger_Age,Sex_Comparison_p_YA,Stronger_Sex_YA,Sex_Comparison_p_OA,Stronger_Sex_OA
cortical_thickness,CTQ_Abuse,male,L_posteriorcingulate_thickavg,-0.072 (0.08),0.368,0.818,No,159,-0.081 (0.037),0.0277,0.117,No,742,-0.065 (0.041),0.114,0.531,No,585,-0.072,-0.081,-0.065,,,0.7716198157221816,YA,0.35577134763642837,female,0.056220793,female
cortical_thickness,CTQ_Abuse,male,L_precentral_thickavg,0.089 (0.079),0.266,0.754,No,159,-0.058 (0.037),0.116,0.255,No,742,-0.02 (0.041),0.625,0.883,No,585,0.089,-0.058,-0.02,,,0.4922094230065017,YA,0.36021104616446165,male,0.8375483617753126,male
cortical_thickness,CTQ_Abuse,male,L_precuneus_thickavg,0.132 (0.079),0.0978,0.638,No,159,0.04 (0.037),0.279,0.451,No,742,-0.055 (0.041),0.18,0.672,No,585,0.132,0.04,-0.055,,,0.086241546,OA,0.44407530743447277,male,0.8958594424543171,female
cortical_thickness,CTQ_Abuse,male,L_rostralanteriorcingulate_thickavg,0.13 (0.079),0.103,0.638,No,159,-0.032 (0.037),0.383,0.591,No,742,-0.021 (0.041),0.609,0.883,No,585,0.13,-0.032,-0.021,,,0.842555895,YA,0.46894759567530797,female,0.8085402423797401,male
cortical_thickness,CTQ_Abuse,male,L_rostralmiddlefrontal_thickavg,0.044 (0.08),0.579,0.839,No,159,0.034 (0.037),0.355,0.561,No,742,-0.0 (0.041),0.999,0.999,No,585,0.044,0.034,0,,,0.5393925473183325,YA,0.7334400444797149,female,0.8085717867271316,female
cortical_thickness,CTQ_Abuse,male,L_superiorfrontal_thickavg,0.109 (0.079),0.173,0.754,No,159,0.015 (0.037),0.691,0.792,No,742,-0.043 (0.041),0.297,0.708,No,585,0.109,0.015,-0.043,,,0.2950766112109662,OA,0.31718641762079436,female,0.5885813344681887,male
cortical_thickness,CTQ_Abuse,male,L_superiorparietal_thickavg,0.025 (0.08),0.75,0.92,No,159,0.059 (0.037),0.105,0.247,No,742,0.065 (0.041),0.117,0.531,No,585,0.025,0.059,0.065,,,0.913454738,OA,0.4186523728833964,male,0.12606314167906074,male
cortical_thickness,CTQ_Abuse,male,L_superiortemporal_thickavg,0.124 (0.079),0.12,0.679,No,159,-0.019 (0.037),0.604,0.747,No,742,0.019 (0.041),0.642,0.883,No,585,0.124,-0.019,0.019,,,0.4928684293512533,equal,0.041056036107816274,female,0.9109509872137178,male
cortical_thickness,CTQ_Abuse,male,L_supramargil_thickavg,0.024 (0.08),0.767,0.92,No,159,-0.058 (0.037),0.114,0.255,No,742,-0.04 (0.041),0.338,0.708,No,585,0.024,-0.058,-0.04,,,0.7447404716948225,YA,0.30715369308559826,male,0.2857462238954698,female
cortical_thickness,CTQ_Abuse,male,L_frontalpole_thickavg,0.028 (0.08),0.728,0.92,No,159,0.003 (0.037),0.926,0.94,No,742,0.001 (0.041),0.982,0.997,No,585,0.028,0.003,0.001,,,0.9712121001853724,YA,0.5805487662388273,female,0.5021394315744625,female
cortical_thickness,CTQ_Abuse,male,L_temporalpole_thickavg,-0.002 (0.08),0.982,0.982,No,159,0.009 (0.037),0.803,0.848,No,742,0.049 (0.041),0.236,0.689,No,585,-0.002,0.009,0.049,,,0.4700096210862048,OA,0.9322689123674572,male,0.9702010558486764,male
cortical_thickness,CTQ_Abuse,male,L_transversetemporal_thickavg,0.074 (0.08),0.352,0.818,No,159,0.066 (0.037),0.0744,0.202,No,742,0.048 (0.041),0.251,0.689,No,585,0.074,0.066,0.048,,,0.7445308525354277,YA,0.6391683628585401,male,0.4556157077013778,male
cortical_thickness,CTQ_Abuse,male,L_insula_thickavg,0.173 (0.079),0.0295,0.44,No,159,-0.062 (0.037),0.0931,0.226,No,742,-0.051 (0.041),0.216,0.688,No,585,0.173,-0.062,-0.051,,,0.8421677477771174,YA,0.6537545727751188,female,0.21841351112278096,male
cortical_thickness,CTQ_Abuse,male,R_bankssts_thickavg,-0.013 (0.08),0.87,0.937,No,159,-0.153 (0.036) *,2.83e-05,0.000578,Yes,742,-0.117 (0.041),0.00465,0.275,No,585,-0.013,-0.153,-0.117,,,0.5081507785125319,YA,0.014388478596589982,male,0.35695191963018447,male
cortical_thickness,CTQ_Abuse,male,R_caudalanteriorcingulate_thickavg,0.104 (0.079),0.194,0.754,No,159,-0.006 (0.037),0.881,0.908,No,742,-0.014 (0.041),0.743,0.883,No,585,0.104,-0.006,-0.014,,,0.8852106458998747,OA,0.073470294,female,0.695364925,female
cortical_thickness,CTQ_Abuse,male,R_caudalmiddlefrontal_thickavg,-0.023 (0.08),0.773,0.92,No,159,-0.049 (0.037),0.184,0.339,No,742,-0.086 (0.041),0.038,0.323,No,585,-0.023,-0.049,-0.086,,,0.5023726082471374,OA,0.9152148117895831,male,0.6928213906661593,female
cortical_thickness,CTQ_Abuse,male,R_cuneus_thickavg,-0.139 (0.079),0.0813,0.614,No,159,0.017 (0.037),0.651,0.764,No,742,0.011 (0.041),0.785,0.889,No,585,-0.139,0.017,0.011,,,0.913769287,YA,0.4072593122202326,female,0.7372926029896987,male
cortical_thickness,CTQ_Abuse,male,R_entorhil_thickavg,0.019 (0.08),0.811,0.92,No,159,-0.085 (0.037),0.0204,0.099,No,742,-0.037 (0.041),0.375,0.708,No,585,0.019,-0.085,-0.037,,,0.3845650103735563,YA,0.5337069847852449,female,0.750894359,female
cortical_thickness,CTQ_Abuse,male,R_fusiform_thickavg,0.056 (0.08),0.485,0.836,No,159,0.028 (0.037),0.443,0.621,No,742,0.091 (0.041),0.0284,0.275,No,585,0.056,0.028,0.091,,,0.25378933323784203,OA,0.6549784978024964,female,0.3688172965512262,male
cortical_thickness,CTQ_Abuse,male,R_inferiorparietal_thickavg,0.089 (0.079),0.266,0.754,No,159,-0.067 (0.037),0.0665,0.19,No,742,-0.038 (0.041),0.36,0.708,No,585,0.089,-0.067,-0.038,,,0.5997507846153625,YA,0.2417255512114611,male,0.1983234523609998,male
cortical_thickness,CTQ_Abuse,male,R_inferiortemporal_thickavg,-0.011 (0.08),0.895,0.937,No,159,-0.026 (0.037),0.484,0.621,No,742,0.071 (0.041),0.0865,0.49,No,585,-0.011,-0.026,0.071,,,0.079682557,OA,0.5952187684743975,male,0.9701148278253633,female
cortical_thickness,CTQ_Abuse,male,R_isthmuscingulate_thickavg,-0.008 (0.08),0.924,0.937,No,159,-0.118 (0.037) *,0.00125,0.00941,Yes,742,-0.029 (0.041),0.484,0.822,No,585,-0.008,-0.118,-0.029,,,0.10615205373776782,YA,0.1987420546227403,male,0.24607970754527653,female
cortical_thickness,CTQ_Abuse,male,R_lateraloccipital_thickavg,0.06 (0.08),0.451,0.836,No,159,0.026 (0.037),0.478,0.621,No,742,0.023 (0.041),0.581,0.883,No,585,0.06,0.026,0.023,,,0.956804113,YA,0.11083498217787358,female,0.6408663399918761,female
cortical_thickness,CTQ_Abuse,male,R_lateralorbitofrontal_thickavg,-0.008 (0.08),0.919,0.937,No,159,0.142 (0.036) *,0.000101,0.00138,Yes,742,0.013 (0.041),0.747,0.883,No,585,-0.008,0.142,0.013,,,0.019022328,YA,0.006551581,male,0.5505916588064184,female
cortical_thickness,CTQ_Abuse,male,R_lingual_thickavg,-0.041 (0.08),0.607,0.839,No,159,0.043 (0.037),0.247,0.41,No,742,-0.055 (0.041),0.18,0.672,No,585,-0.041,0.043,-0.055,,,0.076761939,OA,0.16707431437083908,male,0.561497315,female
cortical_thickness,CTQ_Abuse,male,R_medialorbitofrontal_thickavg,-0.016 (0.08),0.839,0.92,No,159,0.184 (0.036) *,4.78e-07,3.25e-05,Yes,742,0.102 (0.041),0.0136,0.275,No,585,-0.016,0.184,0.102,,,0.13067850738090026,YA,0.03561737,male,0.9699510393204387,female
cortical_thickness,CTQ_Abuse,male,R_middletemporal_thickavg,-0.057 (0.08),0.476,0.836,No,159,-0.164 (0.036) *,6.85e-06,0.000233,Yes,742,-0.016 (0.041),0.699,0.883,No,585,-0.057,-0.164,-0.016,,,0.006987256,YA,0.16623345606364004,male,0.8961745674083557,female
cortical_thickness,CTQ_Abuse,male,R_parahippocampal_thickavg,-0.056 (0.08),0.483,0.836,No,159,0.063 (0.037),0.0882,0.222,No,742,-0.013 (0.041),0.753,0.883,No,585,-0.056,0.063,-0.013,,,0.1697949016482876,YA,0.004353302,female,0.2545996900891665,female
cortical_thickness,CTQ_Abuse,male,R_paracentral_thickavg,-0.042 (0.08),0.599,0.839,No,159,0.009 (0.037),0.811,0.848,No,742,-0.052 (0.041),0.206,0.688,No,585,-0.042,0.009,-0.052,,,0.27066424486063223,OA,0.4068808169586766,female,0.538034494,male
cortical_thickness,CTQ_Abuse,male,R_parsopercularis_thickavg,-0.053 (0.08),0.508,0.836,No,159,-0.046 (0.037),0.21,0.366,No,742,-0.046 (0.041),0.264,0.692,No,585,-0.053,-0.046,-0.046,,,1,equal,0.34951057226679216,male,0.6535961231563099,female
cortical_thickness,CTQ_Abuse,male,R_parsorbitalis_thickavg,-0.16 (0.079),0.0436,0.495,No,159,0.07 (0.037),0.0563,0.182,No,742,-0.005 (0.041),0.904,0.936,No,585,-0.16,0.07,-0.005,,,0.1753002570043125,YA,0.026941959514146685,male,0.5141468138414436,female
cortical_thickness,CTQ_Abuse,male,R_parstriangularis_thickavg,-0.048 (0.08),0.547,0.836,No,159,0.052 (0.037),0.154,0.309,No,742,0.023 (0.041),0.587,0.883,No,585,-0.048,0.052,0.023,,,0.6002442791256828,YA,0.20202800527143494,male,0.9851240488808071,female
cortical_thickness,CTQ_Abuse,male,R_pericalcarine_thickavg,-0.198 (0.078),0.0123,0.419,No,159,-0.086 (0.037),0.0186,0.0976,No,742,-0.033 (0.041),0.421,0.735,No,585,-0.198,-0.086,-0.033,,,0.3370767050660777,YA,0.14142558293368035,male,0.43240844394628253,female
cortical_thickness,CTQ_Abuse,male,R_postcentral_thickavg,-0.216 (0.078),0.00634,0.419,No,159,-0.072 (0.037),0.0493,0.168,No,742,-0.008 (0.041),0.847,0.914,No,585,-0.216,-0.072,-0.008,,,0.24724641061952313,YA,0.19405283714794552,male,0.4447108608374859,female
cortical_thickness,CTQ_Abuse,male,R_posteriorcingulate_thickavg,0.039 (0.08),0.624,0.839,No,159,-0.014 (0.037),0.699,0.792,No,742,-0.039 (0.041),0.343,0.708,No,585,0.039,-0.014,-0.039,,,0.6516724108339851,OA,0.45660744689211885,female,0.23048759403771957,female
cortical_thickness,CTQ_Abuse,male,R_precentral_thickavg,-0.066 (0.08),0.409,0.836,No,159,-0.053 (0.037),0.151,0.309,No,742,0.009 (0.041),0.832,0.913,No,585,-0.066,-0.053,0.009,,,0.2628723129575077,YA,0.8479997260469601,male,0.13542770124418935,female
cortical_thickness,CTQ_Abuse,male,R_precuneus_thickavg,0.108 (0.079),0.176,0.754,No,159,0.091 (0.037),0.0134,0.0831,No,742,0.038 (0.041),0.36,0.708,No,585,0.108,0.091,0.038,,,0.33677562767873326,YA,0.5638315516010857,male,0.15649932031658542,equal
cortical_thickness,CTQ_Abuse,male,R_rostralanteriorcingulate_thickavg,0.09 (0.079),0.257,0.754,No,159,0.01 (0.037),0.786,0.848,No,742,0.012 (0.041),0.781,0.889,No,585,0.09,0.01,0.012,,,0.9712087330502477,OA,0.2783335348711229,female,0.7654848617912258,female
cortical_thickness,CTQ_Abuse,male,R_rostralmiddlefrontal_thickavg,-0.181 (0.078),0.0221,0.44,No,159,0.067 (0.037),0.0672,0.19,No,742,-0.022 (0.041),0.598,0.883,No,585,-0.181,0.067,-0.022,,,0.10788073439872248,YA,0.5795392156212131,male,0.8085346083775857,male
cortical_thickness,CTQ_Abuse,male,R_superiorfrontal_thickavg,0.076 (0.08),0.342,0.818,No,159,0.031 (0.037),0.406,0.613,No,742,-0.076 (0.041),0.0649,0.442,No,585,0.076,0.031,-0.076,,,0.053170390662275135,OA,0.8648670803211829,female,0.5494882099542684,male
cortical_thickness,CTQ_Abuse,male,R_superiorparietal_thickavg,0.091 (0.079),0.252,0.754,No,159,0.049 (0.037),0.182,0.339,No,742,0.095 (0.041),0.0213,0.275,No,585,0.091,0.049,0.095,,,0.4039996823742267,OA,0.9151733133893614,female,0.2238084589830205,male
cortical_thickness,CTQ_Abuse,male,R_superiortemporal_thickavg,0.017 (0.08),0.827,0.92,No,159,-0.075 (0.037),0.0419,0.15,No,742,-0.027 (0.041),0.522,0.845,No,585,0.017,-0.075,-0.027,,,0.38509956923618316,YA,0.24139691759161064,male,0.627453212,female
cortical_thickness,CTQ_Abuse,male,R_supramargil_thickavg,-0.096 (0.079),0.228,0.754,No,159,-0.123 (0.036) *,0.000756,0.00642,Yes,742,-0.061 (0.041),0.144,0.611,No,585,-0.096,-0.123,-0.061,,,0.2590439930858466,YA,0.099230583,male,0.970162315,male
cortical_thickness,CTQ_Abuse,male,R_frontalpole_thickavg,-0.019 (0.08),0.811,0.92,No,159,0.068 (0.037),0.0641,0.19,No,742,0.018 (0.041),0.657,0.883,No,585,-0.019,0.068,0.018,,,0.3659634225865953,YA,1,equal,0.46731195530527936,female
cortical_thickness,CTQ_Abuse,male,R_temporalpole_thickavg,-0.047 (0.08),0.553,0.836,No,159,-0.027 (0.037),0.465,0.621,No,742,0.055 (0.041),0.188,0.672,No,585,-0.047,-0.027,0.055,,,0.13867928529840867,OA,0.7985378809122343,female,0.6540877332546733,male
cortical_thickness,CTQ_Abuse,male,R_transversetemporal_thickavg,0.048 (0.08),0.544,0.836,No,159,0.078 (0.037),0.0329,0.124,No,742,0.051 (0.041),0.222,0.688,No,585,0.048,0.078,0.051,,,0.6246625509698391,YA,0.5645546731404854,male,0.8079570772807618,female
cortical_thickness,CTQ_Abuse,male,R_insula_thickavg,0.17 (0.079),0.0324,0.44,No,159,-0.052 (0.037),0.155,0.309,No,742,0.006 (0.041),0.883,0.936,No,585,0.17,-0.052,0.006,,,0.294915528,YA,0.41889057990360756,male,0.6278800206711264,female
cortical_thickness,CTQ_Neglect,female,L_bankssts_thickavg,0.031 (0.073),0.675,0.95,No,189,-0.023 (0.029),0.439,0.701,No,1163,0.026 (0.034),0.447,0.573,No,864,0.031,-0.023,0.026,,,0.2759288609255317,OA,0.27731622623029795,male,0.30527496741773175,male
cortical_thickness,CTQ_Neglect,female,L_caudalanteriorcingulate_thickavg,0.01 (0.073),0.888,0.95,No,189,-0.071 (0.029),0.0151,0.239,No,1163,-0.036 (0.034),0.296,0.468,No,864,0.01,-0.071,-0.036,,,0.43516813810979205,YA,0.007344856,female,0.5021244561417435,female
cortical_thickness,CTQ_Neglect,female,L_caudalmiddlefrontal_thickavg,-0.007 (0.073),0.919,0.95,No,189,0.031 (0.029),0.286,0.669,No,1163,0.031 (0.034),0.36,0.509,No,864,-0.007,0.031,0.031,,,1,equal,0.32828357028003907,female,0.10469099062652121,male
cortical_thickness,CTQ_Neglect,female,L_cuneus_thickavg,0.091 (0.073),0.211,0.95,No,189,-0.003 (0.029),0.919,0.961,No,1163,-0.071 (0.034),0.0359,0.199,No,864,0.091,-0.003,-0.071,,,0.12994274783674165,OA,0.37197691420294454,male,0.089495182,female
cortical_thickness,CTQ_Neglect,female,L_entorhil_thickavg,0.105 (0.073),0.152,0.95,No,189,-0.064 (0.029),0.0281,0.239,No,1163,0.044 (0.034),0.201,0.393,No,864,0.105,-0.064,0.044,,,0.016240600470590172,YA,0.6392409773301766,female,0.41194782291733967,female
cortical_thickness,CTQ_Neglect,female,L_fusiform_thickavg,0.031 (0.073),0.672,0.95,No,189,-0.006 (0.029),0.83,0.931,No,1163,0.034 (0.034),0.323,0.468,No,864,0.031,-0.006,0.034,,,0.373729411,OA,0.3835278292026889,male,0.4001206486109421,male
cortical_thickness,CTQ_Neglect,female,L_inferiorparietal_thickavg,0.011 (0.073),0.885,0.95,No,189,-0.035 (0.029),0.233,0.659,No,1163,-0.035 (0.034),0.303,0.468,No,864,0.011,-0.035,-0.035,,,1,equal,0.509929841,female,0.43366260343921503,female
cortical_thickness,CTQ_Neglect,female,L_inferiortemporal_thickavg,-0.03 (0.073),0.682,0.95,No,189,0.002 (0.029),0.941,0.97,No,1163,0.072 (0.034),0.0333,0.199,No,864,-0.03,0.002,0.072,,,0.11901936799935342,OA,0.9491774455970439,female,0.6944406760516368,female
cortical_thickness,CTQ_Neglect,female,L_isthmuscingulate_thickavg,0.054 (0.073),0.457,0.95,No,189,-0.041 (0.029),0.164,0.53,No,1163,-0.052 (0.034),0.128,0.291,No,864,0.054,-0.041,-0.052,,,0.806404659,OA,0.717286554,male,0.27118259853090243,female
cortical_thickness,CTQ_Neglect,female,L_lateraloccipital_thickavg,0.058 (0.073),0.431,0.95,No,189,-0.021 (0.029),0.466,0.711,No,1163,-0.04 (0.034),0.246,0.418,No,864,0.058,-0.021,-0.04,,,0.6724530128599959,OA,0.7499065752999516,female,0.4227241844061207,female
cortical_thickness,CTQ_Neglect,female,L_lateralorbitofrontal_thickavg,0.045 (0.073),0.536,0.95,No,189,-0.023 (0.029),0.441,0.701,No,1163,0.001 (0.034),0.972,0.981,No,864,0.045,-0.023,0.001,,,0.5936044939486471,YA,0.24245218518564693,male,0.9405805068686575,male
cortical_thickness,CTQ_Neglect,female,L_lingual_thickavg,0.121 (0.073),0.0963,0.95,No,189,-0.027 (0.029),0.364,0.669,No,1163,-0.124 (0.034) *,0.000249,0.0169,Yes,864,0.121,-0.027,-0.124,,,0.029971736184455366,OA,0.12588353890097626,male,0.15887994754415602,female
cortical_thickness,CTQ_Neglect,female,L_medialorbitofrontal_thickavg,0.034 (0.073),0.64,0.95,No,189,0.048 (0.029),0.0994,0.483,No,1163,0.063 (0.034),0.0659,0.199,No,864,0.034,0.048,0.063,,,0.7380077416320048,OA,0.7820213809440926,female,0.43294019616502655,female
cortical_thickness,CTQ_Neglect,female,L_middletemporal_thickavg,0.003 (0.073),0.964,0.964,No,189,-0.011 (0.029),0.714,0.855,No,1163,0.043 (0.034),0.208,0.393,No,864,0.003,-0.011,0.043,,,0.22973504438133663,OA,0.43134169246795606,male,0.7652968135972338,female
cortical_thickness,CTQ_Neglect,female,L_parahippocampal_thickavg,-0.007 (0.073),0.925,0.95,No,189,-0.021 (0.029),0.472,0.711,No,1163,-0.019 (0.034),0.578,0.689,No,864,-0.007,-0.021,-0.019,,,0.9645228936686647,YA,0.043241618,male,0.4898508211178956,male
cortical_thickness,CTQ_Neglect,female,L_paracentral_thickavg,-0.03 (0.073),0.681,0.95,No,189,0.023 (0.029),0.438,0.701,No,1163,-0.028 (0.034),0.417,0.553,No,864,-0.03,0.023,-0.028,,,0.25679300115872383,OA,0.1061199770183523,male,0.5022202848586201,female
cortical_thickness,CTQ_Neglect,female,L_parsopercularis_thickavg,-0.006 (0.073),0.934,0.95,No,189,0.001 (0.029),0.967,0.981,No,1163,-0.03 (0.034),0.383,0.531,No,864,-0.006,0.001,-0.03,,,0.49060756648356474,OA,0.16025239390411006,male,0.5881449152795213,male
cortical_thickness,CTQ_Neglect,female,L_parsorbitalis_thickavg,0.007 (0.073),0.922,0.95,No,189,-0.023 (0.029),0.437,0.701,No,1163,0.085 (0.034),0.0126,0.143,No,864,0.007,-0.023,0.085,,,0.016148375341080712,OA,0.8649827586591345,female,0.070072892,female
cortical_thickness,CTQ_Neglect,female,L_parstriangularis_thickavg,-0.047 (0.073),0.519,0.95,No,189,0.02 (0.029),0.491,0.711,No,1163,0.063 (0.034),0.0627,0.199,No,864,-0.047,0.02,0.063,,,0.3382112764897198,OA,0.36085076143953954,male,0.14563892783589782,female
cortical_thickness,CTQ_Neglect,female,L_pericalcarine_thickavg,0.069 (0.073),0.346,0.95,No,189,-0.019 (0.029),0.511,0.724,No,1163,-0.068 (0.034),0.0444,0.199,No,864,0.069,-0.019,-0.068,,,0.2750196970083272,OA,0.470014345,female,0.26268959802954894,female
cortical_thickness,CTQ_Neglect,female,L_postcentral_thickavg,-0.075 (0.073),0.305,0.95,No,189,-0.042 (0.029),0.153,0.52,No,1163,0.028 (0.034),0.419,0.553,No,864,-0.075,-0.042,0.028,,,0.1195082837754311,YA,0.9490812374322115,male,0.6817285155951835,female
cortical_thickness,CTQ_Neglect,female,L_posteriorcingulate_thickavg,-0.012 (0.073),0.874,0.95,No,189,-0.057 (0.029),0.0507,0.313,No,1163,-0.111 (0.034) *,0.00104,0.0354,Yes,864,-0.012,-0.057,-0.111,,,0.2265564799943358,OA,0.4066016193998463,female,0.4410284750204283,female
cortical_thickness,CTQ_Neglect,female,L_precentral_thickavg,-0.11 (0.073),0.133,0.95,No,189,-0.01 (0.029),0.723,0.855,No,1163,-0.005 (0.034),0.874,0.914,No,864,-0.11,-0.01,-0.005,,,0.9114906445970135,YA,0.17982616508268556,male,0.9702686110740995,male
cortical_thickness,CTQ_Neglect,female,L_precuneus_thickavg,0.04 (0.073),0.585,0.95,No,189,-0.019 (0.029),0.527,0.732,No,1163,-0.082 (0.034),0.0164,0.16,No,864,0.04,-0.019,-0.082,,,0.16015005232369361,OA,0.14827555238188994,male,0.5245537785407239,female
cortical_thickness,CTQ_Neglect,female,L_rostralanteriorcingulate_thickavg,0.047 (0.073),0.522,0.95,No,189,-0.042 (0.029),0.152,0.52,No,1163,0.062 (0.034),0.0703,0.199,No,864,0.047,-0.042,0.062,,,0.020652256,OA,0.4828932503734211,female,0.29600276706832096,female
cortical_thickness,CTQ_Neglect,female,L_rostralmiddlefrontal_thickavg,-0.054 (0.073),0.458,0.95,No,189,0.066 (0.029),0.0246,0.239,No,1163,0.009 (0.034),0.79,0.854,No,864,-0.054,0.066,0.009,,,0.20434700518549942,YA,0.4183682676447886,female,0.9405733888193146,male
cortical_thickness,CTQ_Neglect,female,L_superiorfrontal_thickavg,0.088 (0.073),0.227,0.95,No,189,0.081 (0.029),0.00557,0.189,No,1163,0.034 (0.034),0.315,0.468,No,864,0.088,0.081,0.034,,,0.2944123069839022,YA,0.22446720453700553,female,0.038304843,male
cortical_thickness,CTQ_Neglect,female,L_superiorparietal_thickavg,0.026 (0.073),0.719,0.95,No,189,0.022 (0.029),0.443,0.701,No,1163,-0.043 (0.034),0.204,0.393,No,864,0.026,0.022,-0.043,,,0.14827674425252524,OA,0.5513656372211719,male,0.23279365859215062,female
cortical_thickness,CTQ_Neglect,female,L_superiortemporal_thickavg,-0.032 (0.073),0.666,0.95,No,189,0.031 (0.029),0.292,0.669,No,1163,-0.022 (0.034),0.511,0.644,No,864,-0.032,0.031,-0.022,,,0.23859279871454642,YA,0.16712023877016025,male,0.14064712307685578,male
cortical_thickness,CTQ_Neglect,female,L_supramargil_thickavg,-0.073 (0.073),0.317,0.95,No,189,0.011 (0.029),0.704,0.855,No,1163,-0.09 (0.034),0.00818,0.132,No,864,-0.073,0.011,-0.09,,,0.024403951288126446,OA,0.8650244829728946,female,0.022713071,female
cortical_thickness,CTQ_Neglect,female,L_frontalpole_thickavg,0.106 (0.073),0.145,0.95,No,189,0.047 (0.029),0.112,0.488,No,1163,0.027 (0.034),0.423,0.553,No,864,0.106,0.047,0.027,,,0.65615168,YA,0.5802076990275267,female,0.37096838592428405,female
cortical_thickness,CTQ_Neglect,female,L_temporalpole_thickavg,0.02 (0.073),0.787,0.95,No,189,0.004 (0.029),0.887,0.942,No,1163,0.035 (0.034),0.306,0.468,No,864,0.02,0.004,0.035,,,0.4905337830339307,OA,0.43164604095234615,male,0.7651543834711347,male
cortical_thickness,CTQ_Neglect,female,L_transversetemporal_thickavg,0.13 (0.073),0.0751,0.95,No,189,-0.014 (0.029),0.621,0.829,No,1163,-0.01 (0.034),0.777,0.854,No,864,0.13,-0.014,-0.01,,,0.9291339229000877,YA,0.48317529186634633,male,0.5888767669839572,male
cortical_thickness,CTQ_Neglect,female,L_insula_thickavg,0.072 (0.073),0.326,0.95,No,189,-0.055 (0.029),0.0603,0.342,No,1163,0.05 (0.034),0.14,0.297,No,864,0.072,-0.055,0.05,,,0.019472721399038884,YA,0.7015272999909696,female,0.2794249415062815,female
cortical_thickness,CTQ_Neglect,female,R_bankssts_thickavg,0.017 (0.073),0.813,0.95,No,189,-0.014 (0.029),0.635,0.83,No,1163,-0.07 (0.034),0.0389,0.199,No,864,0.017,-0.014,-0.07,,,0.212239275,OA,0.12496618726894648,male,0.8809750947252246,female
cortical_thickness,CTQ_Neglect,female,R_caudalanteriorcingulate_thickavg,-0.006 (0.073),0.936,0.95,No,189,-0.028 (0.029),0.341,0.669,No,1163,0.009 (0.034),0.791,0.854,No,864,-0.006,-0.028,0.009,,,0.41068248073945823,YA,0.7020262826562376,female,0.8375483617753128,male
cortical_thickness,CTQ_Neglect,female,R_caudalmiddlefrontal_thickavg,0.025 (0.073),0.728,0.95,No,189,-0.005 (0.029),0.875,0.942,No,1163,-0.066 (0.034),0.0513,0.199,No,864,0.025,-0.005,-0.066,,,0.1744034443325142,OA,0.949176837,female,0.8661473775342383,male
cortical_thickness,CTQ_Neglect,female,R_cuneus_thickavg,0.096 (0.073),0.188,0.95,No,189,-0.027 (0.029),0.352,0.669,No,1163,-0.04 (0.034),0.246,0.418,No,864,0.096,-0.027,-0.04,,,0.772333388,OA,0.081239638,male,0.050137921,male
cortical_thickness,CTQ_Neglect,female,R_entorhil_thickavg,-0.013 (0.073),0.858,0.95,No,189,-0.1 (0.029) *,0.000655,0.0445,Yes,1163,-0.002 (0.034),0.954,0.981,No,864,-0.013,-0.1,-0.002,,,0.028813064,YA,0.6683481149069124,female,0.7655531694240965,male
cortical_thickness,CTQ_Neglect,female,R_fusiform_thickavg,0.027 (0.073),0.708,0.95,No,189,0.029 (0.029),0.331,0.669,No,1163,0.04 (0.034),0.245,0.418,No,864,0.027,0.029,0.04,,,0.8065893306707135,OA,0.5951856213861451,female,0.8960181753104355,male
cortical_thickness,CTQ_Neglect,female,R_inferiorparietal_thickavg,-0.059 (0.073),0.417,0.95,No,189,0.029 (0.029),0.32,0.669,No,1163,0.037 (0.034),0.282,0.468,No,864,-0.059,0.029,0.037,,,0.8586930597178384,OA,0.7017185555118544,male,0.24776979040600677,female
cortical_thickness,CTQ_Neglect,female,R_inferiortemporal_thickavg,-0.049 (0.073),0.499,0.95,No,189,-0.012 (0.029),0.68,0.855,No,1163,0.071 (0.034),0.0372,0.199,No,864,-0.049,-0.012,0.071,,,0.064631743,OA,0.9830463189264758,male,0.6670883045458249,female
cortical_thickness,CTQ_Neglect,female,R_isthmuscingulate_thickavg,-0.035 (0.073),0.637,0.95,No,189,-0.005 (0.029),0.856,0.939,No,1163,-0.065 (0.034),0.0565,0.199,No,864,-0.035,-0.005,-0.065,,,0.1815938356834088,OA,0.2780013707302571,male,0.10458443132945172,female
cortical_thickness,CTQ_Neglect,female,R_lateraloccipital_thickavg,0.065 (0.073),0.371,0.95,No,189,-0.036 (0.029),0.22,0.651,No,1163,0.06 (0.034),0.0797,0.217,No,864,0.065,-0.036,0.06,,,0.03267378,OA,0.26908112903652803,female,1,equal
cortical_thickness,CTQ_Neglect,female,R_lateralorbitofrontal_thickavg,0.059 (0.073),0.423,0.95,No,189,0.012 (0.029),0.681,0.855,No,1163,0.075 (0.034),0.0267,0.199,No,864,0.059,0.012,0.075,,,0.1604262031946453,OA,0.5516126921745663,male,0.21087147518761284,female
